#{"t_start": 1550439623.9956381, "env_id": null}
r,l,t
1.0,33,1102.657922
-1.0,100,1104.096085
-1.0,100,1105.54872
-1.0,100,1106.99255
-1.0,100,1107.438077
-1.0,100,1108.814029
-1.0,100,1110.237184
-1.0,100,1111.668174
-1.0,100,1112.092748
-1.0,100,1113.5077
-1.0,100,1114.957546
-1.0,100,1116.464005
-1.0,100,1117.84222
1.0,90,1118.207082
-1.0,100,1119.654533
-1.0,100,1121.052447
1.0,29,1121.16692
-1.0,100,1122.607974
-1.0,100,1124.049083
-1.0,100,1124.428859
-1.0,100,1125.76318
-1.0,100,1127.152077
-1.0,100,1128.616413
1.0,66,1128.900037
-1.0,100,1130.345926
-1.0,100,1131.792333
-1.0,100,1133.162781
-1.0,100,1133.560894
-1.0,100,1134.98837
-1.0,100,1136.432852
-1.0,100,1137.792227
-1.0,100,1138.223713
-1.0,100,1139.630982
-1.0,100,1141.030946
1.0,41,1141.212698
-1.0,100,1142.659058
1.0,39,1142.818738
-1.0,100,1144.166137
-1.0,100,1145.576151
-1.0,100,1147.032534
-1.0,100,1148.418354
-1.0,100,1148.835508
-1.0,100,1150.303815
-1.0,100,1151.780847
-1.0,100,1153.131967
1.0,48,1153.336096
-1.0,100,1154.738177
1.0,37,1154.89669
-1.0,100,1156.319997
1.0,56,1156.573307
1.0,35,1157.755666
1.0,59,1157.984921
-1.0,100,1159.548659
-1.0,100,1160.951966
-1.0,100,1161.368895
1.0,90,1162.809396
1.0,8,1162.842893
-1.0,100,1164.22477
-1.0,100,1165.590441
-1.0,100,1166.992929
-1.0,100,1167.367874
-1.0,100,1168.782883
-1.0,100,1170.223101
1.0,81,1171.51266
-1.0,100,1171.910967
-1.0,100,1173.319655
-1.0,100,1174.707761
-1.0,100,1176.164739
1.0,43,1176.324186
-1.0,100,1177.665367
-1.0,100,1179.10665
1.0,18,1179.173833
-1.0,100,1179.552839
-1.0,100,1180.974223
-1.0,100,1182.458727
-1.0,100,1183.826603
-1.0,100,1185.224919
-1.0,100,1185.666512
-1.0,100,1187.105307
-1.0,100,1188.544012
-1.0,100,1189.924906
-1.0,100,1191.283094
-1.0,100,1191.679204
1.0,13,1191.731148
1.0,64,1193.037003
-1.0,100,1194.451408
1.0,42,1194.626352
-1.0,100,1196.029407
-1.0,100,1197.407009
-1.0,100,1197.824151
-1.0,100,1199.169812
1.0,77,1200.45475
-1.0,100,1201.810363
-1.0,100,1202.226265
-1.0,100,1203.680692
1.0,66,1205.052164
-1.0,100,1205.457217
-1.0,100,1206.912181
-1.0,100,1208.355419
-1.0,100,1209.86669
-1.0,100,1210.254864
-1.0,100,1211.718221
-1.0,100,1213.180378
1.0,78,1214.47836
-1.0,100,1214.908084
-1.0,100,1216.33969
-1.0,100,1217.673905
1.0,25,1217.780648
-1.0,100,1219.227446
-1.0,100,1220.730886
-1.0,100,1222.245339
-1.0,100,1222.657134
-1.0,100,1224.066668
-1.0,100,1225.603267
-1.0,100,1227.057635
1.0,46,1227.269005
-1.0,100,1228.762336
-1.0,100,1230.127164
